"method","gene","moran","pval"
"Seurat","EGFR",0.0309711959861855,6.29337678631684e-32
"Seurat","EGR3",0.0277815099203817,4.36783247651552e-26
"Seurat","ERBB3",0.016709863834116,1.33046038887801e-10
"Seurat","ERBIN",0.035549487822273,2.09380486019733e-41
"Seurat","ERMN",0.115307219377024,0
"Seurat","EYA4",0.00388920176873596,0.0697833196522939
"Seurat","FABP7",0.0248072638562444,3.50164527461083e-21
"Seurat","FBLN1",0.0346165856693712,2.07556027491017e-39
"Seurat","FCER1G",0.00302242453642994,0.124925480749203
"Seurat","FCGR3A",0.0133869720159313,2.05780535056126e-07
"Seurat","FGFR2",0.0163661486268327,3.07634369105266e-10
"Seurat","FGFR3",0.0156529142540477,1.60612578733893e-09
"Seurat","FILIP1",0.00804724123536173,0.00115121611784873
"Seurat","FLT1",0.0607977251625671,5.77501564033973e-117
"Seurat","FSTL4",0.0111525227395024,1.21270487770779e-05
"Seurat","FTH1",0.270258661098833,0
"Seurat","FTL",0.0904266135983331,9.2690746026556e-256
"Seurat","GAD1",0.00787143252586912,0.00142525818190737
"Seurat","GAD2",0.0305683876010806,3.55581854039359e-31
"Seurat","GFAP",0.171001413113871,0
"Seurat","GJA1",0.100473811231034,3.5186016082474e-315
"Seurat","GLUL",0.151402465546414,0
"Seurat","GPNMB",0.0504227495709531,2.88670414215972e-81
"Seurat","GPR183",0.0072106718500809,0.00313343084185502
"Seurat","GPR34",0.00464485537711602,0.0389262121159284
"Seurat","GPS2",0.0013253036924144,0.305369895252782
"Seurat","HECW1",0.0376525808148594,3.34777575201695e-46
"Seurat","HES1",0.00785901038563343,0.00145580834322802
"Seurat","HHATL",0.0292992616782983,8.85660448029215e-29
"Seurat","HIF1A",0.0207514740291073,2.2210062685921e-15
"Seurat","HILPDA",0.00933822530908959,0.000204179402176083
"Seurat","HLA-DMB",0.00558508716211992,0.0170288622985862
"Seurat","HLA-DRB1",0.00617956244530865,0.00958625968683315
"Seurat","HLA-DRB5",0.00419682421170579,0.0554636673892604
"Seurat","HS3ST2",0.027806740504177,3.98359601308782e-26
"Seurat","HS3ST4",0.0299380574944269,5.80734716790161e-30
"Seurat","HSP90AA1",0.104498260256016,0
"Seurat","HSPA1B",0.0674035700400047,3.50388705904437e-143
"Seurat","HSPB1",0.00364100430223653,0.0830838823608752
"Seurat","HTR2A",0.0337051556091827,1.91442726979874e-37
"Seurat","HTR2C",-0.000220488724663218,0.531344099476971
"Seurat","IDH1",0.00791856062408544,0.00135876170377562
"Seurat","IDH2",0.0112991165585578,9.58063706990635e-06
"Seurat","IFIT3",0.0153004208449517,3.61927606230047e-09
"Seurat","IFITM3",0.032496775137715,6.04445629218469e-35
"Seurat","IGF1R",0.0152703826525941,3.89128818887276e-09
"Seurat","IGFBP3",0.0482368001597921,1.54542086856177e-74
"Seurat","IGFBP4",0.0181649010033182,3.23923395362654e-12
"Seurat","IGFBP5",0.0202811347487834,8.89395685904682e-15
"Seurat","IL1RAP",-0.00213188652473616,0.787196017112482
"Seurat","IL4R",0.0140407519085107,5.32511402629186e-08
"Seurat","IL7R",0.00986940032065653,9.27100085954784e-05
"Seurat","IRF8",0.0022620854256939,0.194164102503025
"Seurat","ITGA8",0.00818404364994186,0.000970854795184851
"Seurat","ITGAM",0.000470330288148635,0.426089220516847
"Seurat","ITGAX",0.00611321526898478,0.0102252492075087
"Seurat","ITIH4",0.00529159191296681,0.0223633853890914
"Seurat","KCNH5",0.00468935939014414,0.0375634571269232
"Seurat","KCNJ10",0.0304000860344303,7.97665372232833e-31
"Seurat","KCNN3",0.0164620299490107,2.43521028011756e-10
"Seurat","KIAA1217",0.0185557158079,1.15627320907117e-12
"Seurat","KIT",0.0223343139727407,1.52847077052931e-17
"Seurat","KLF2",0.00792137889173317,0.00134443621373527
"Seurat","KLF4",0.0081840103740233,0.000962657664357121
"Seurat","KLK6",0.00945088648281885,0.000173428105678175
"Seurat","KLRB1",0.00903323003868808,0.000311657283148202
"Seurat","LAMA2",-0.000304143190614659,0.544002735216779
"Seurat","LAMP5",0.183986707119877,0
"Seurat","LCN2",0.00322792914537295,0.109684515640653
"Seurat","LDLRAD3",0.00345291884426675,0.0945058797569394
"Seurat","LEMD2",0.00584582574007169,0.013358569362898
"Seurat","LHX6",0.0160268252342152,6.70272947079391e-10
"Seurat","LINGO1",0.0415183128020887,1.00830378206105e-55
"Seurat","LOX",0.00426091435804904,0.0527830172134609
"Seurat","LRRK1",0.0115742400077596,5.86346854337242e-06
"Seurat","LRRK2",0.0120443844368163,2.60061436396525e-06
"Seurat","LYPD6",0.00745764753604481,0.00235751179767393
"Seurat","LYVE1",0.00499460959196205,0.0289723798804609
"Seurat","MAG",0.0348237754405473,7.90620911727365e-40
"Seurat","MAL",0.016702991251225,1.3453839744267e-10
"Seurat","MAOB",0.0194327197861522,1.0323878782143e-13
"Seurat","MCTP2",0.00608262397603762,0.0105600219425101
"Seurat","MEF2C",0.0667468584547982,1.80977105847219e-140
"Seurat","MEIS2",0.00871292765262004,0.000485187525920992
"Seurat","MEPE",0.0286574269640352,1.14079087526009e-27
"Seurat","MGST1",0.0165549905048692,1.93185037648857e-10
"Seurat","MMP9",0.0103218633768616,4.6496139937388e-05
"Seurat","MOBP",0.263008933353776,0
"Seurat","MS4A6A",0.00697113283313203,0.00413311514969823
"Seurat","MT2A",-0.000370553341210051,0.552382789362885
"Seurat","MTRNR2L12",0.36640953217452,0
"Seurat","MTRNR2L8",0.515461510022911,0
"Seurat","MYO16",0.00520901672357835,0.0240785236760603
"Seurat","MYO5B",0.00847130263763806,0.000667174669957174
"Seurat","MYRF",0.0101351205750039,6.27780136723082e-05
"Seurat","NCSTN",0.00774744111205807,0.00167381190051094
"Seurat","NEGR1",0.0610981778901812,4.44157537565581e-118
"Seurat","NES",0.0274751341993068,1.51972510566288e-25
"Seurat","NKG7",-0.000258509918418208,0.537169670718141
"Seurat","NLGN1",0.0152881730651142,3.72178541496065e-09
"Seurat","NNAT",0.0116883074813385,4.87814260641348e-06
"Seurat","NOTCH1",0.0124263337740985,1.29769480503365e-06
"Seurat","NPFFR2",0.00831962802526071,0.000809399290394614
"Seurat","NPY1R",0.0115045540195242,6.73102900461093e-06
"Seurat","NR2F2",0.0198638759902993,2.95758660629226e-14
"Seurat","NR4A2",0.0157722632619493,1.19285409192124e-09
"Seurat","NRGN",0.134993922914216,0
"Seurat","NRP1",0.0119174086808007,3.25184818590663e-06
"Seurat","NTNG1",0.014375450465739,2.71306423538529e-08
"Seurat","NTNG2",0.0111177033331475,1.29619291409878e-05
"Seurat","NWD2",0.00529182320886651,0.0223210727140891
"Seurat","NXPH2",0.00204318998880253,0.21754939639551
"Seurat","OLIG1",0.00161080100286641,0.268514896139772
"Seurat","OLIG2",0.0138145166970289,8.72095125397317e-08
"Seurat","OPALIN",0.018858210374941,5.09171368431828e-13
"Seurat","OSMR",0.00684165605938644,0.00475695549574053
"Seurat","OTOGL",-0.001557980687282,0.719112613196248
"Seurat","P2RY12",0.00817226005452598,0.000979626995134285
"Seurat","P2RY13",0.00120241257435008,0.321695600360127
"Seurat","PAX6",0.0124255810752416,1.29686825835996e-06
"Seurat","PCNA",0.00850381513865899,0.000643529061428108
"Seurat","PCSK1",0.00741221123492748,0.00248914343323875
"Seurat","PCSK6",0.0398287249565634,1.87718686140323e-51
"Seurat","PDGFD",-0.000300348251897525,0.543283433024209
"Seurat","PDGFRA",0.0221191323574292,3.09580524565614e-17
"Seurat","PECAM1",0.0389863049746575,2.0291188440981e-49
"Seurat","PHLDB2",0.00374925002255827,0.0771661764475116
"Seurat","PICALM",0.0475129636091152,2.74544473550421e-72
"Seurat","PLCE1",0.0106334269374449,2.84287938224061e-05
"Seurat","PLD5",0.00371316047993788,0.0790780249229846
"Seurat","POLN",0.0071734815399413,0.00329046065896
"Seurat","POSTN",0.00194238742030079,0.228888752557686
"Seurat","POU6F2",0.00271370012272273,0.150625677799635
"Seurat","PRDX1",0.039503042711835,1.23581829666199e-50
"Seurat","PROX1",0.0139475447734179,6.67087497238679e-08
"Seurat","PSEN1",0.00326196407254499,0.107489801353429
"Seurat","PSEN2",-0.00290216743026985,0.861842450625445
"Seurat","PSENEN",0.00526946741184453,0.0227932480677174
"Seurat","PTCHD4",0.00278491123173113,0.14439190916675
"Seurat","PTMA",0.0276644246725993,7.27752062908959e-26
"Seurat","PTPRC",0.00369328133132698,0.0802874208530313
"Seurat","PTPRG",0.00383160164831545,0.0727850831068452
"Seurat","PVALB",0.0639155343489717,3.26865172877014e-129
"Seurat","QDPR",0.194884273637999,0
"Seurat","RASGEF1B",0.00975595643423026,0.000111379403926439
"Seurat","RASGRP1",0.0288399976673711,5.95199262192672e-28
"Seurat","RELN",0.0130539560013803,3.89690265205111e-07
"Seurat","RFTN1",0.0131891528682454,3.02631945662564e-07
"Seurat","RGS10",-0.000269920924574094,0.538802705564391
"Seurat","RIT2",0.000668535561995138,0.396985893592537
"Seurat","RNASET2",0.0109561038826902,1.69416539065528e-05
"Seurat","RNF144B",0.0111019898645239,1.32733204920472e-05
"Seurat","RORB",0.151238835407003,0
"Seurat","ROS1",0.00583550710480171,0.0134639500012703
"Seurat","RPS19",0.0271400470741091,5.75345415453493e-25
"Seurat","RXFP1",0.0108991061216031,1.86092152222145e-05
"Seurat","RYR3",0.0096663192988588,0.000126819810969292
"Seurat","S100A4",0.016490416258237,2.24240526199156e-10
"Seurat","S100B",0.11109748830806,0
"Seurat","SAMD5",0.0163893282541769,2.88024582207824e-10
"Seurat","SDK1",0.0024689041313684,0.173208865370766
"Seurat","SEMA5A",0.0198777455285716,2.88336524881207e-14
"Seurat","SERPINA3",0.0398892785907089,1.26441136593681e-51
"Seurat","SFRP2",0.00521298896249468,0.0239607745141264
"Seurat","SLC17A6",0.0153218768766576,3.39015355261002e-09
"Seurat","SLC17A7",0.124448074852094,0
"Seurat","SLC1A2",0.0826769798439749,2.97486534938432e-214
"Seurat","SLC38A2",0.0201161620508612,1.45953992480341e-14
"Seurat","SLC6A11",0.0156892312305211,1.49760011742077e-09
"Seurat","SLIT3",0.0310310179801958,4.7491641793084e-32
"Seurat","SNCA",0.130217436338087,0
"Seurat","SNTB2",0.00533934360418347,0.0214703443977721
"Seurat","SORCS1",0.00678467994309548,0.00507714783647332
"Seurat","SORL1",0.0212373590258618,5.07309311868346e-16
"Seurat","SOX10",0.0221380024510233,2.98607158363587e-17
"Seurat","SOX11",0.00825348840709305,0.000887602120674433
"Seurat","SOX2",0.0151521852717756,5.06002574559853e-09
"Seurat","SOX4",0.0122695235391819,1.72043512983214e-06
"Seurat","SOX8",0.00308765469901717,0.119929672654652
"Seurat","SOX9",0.0254014481724276,4.08680608561239e-22
"Seurat","SPHKAP",0.0015333443892086,0.278252044523327
"Seurat","SPON1",0.0168826531851675,8.70374735509903e-11
"Seurat","SPP1",0.307153873978741,0
"Seurat","SST",0.112871101507176,0
"Seurat","ST18",0.0285814334914301,1.75041273904859e-27
"Seurat","STAT3",0.00023085728933216,0.461851171174262
"Seurat","SULF1",0.00429781368239002,0.0513102018176366
"Seurat","SYNM",0.00776614423679192,0.0016378275341724
"Seurat","TENM1",0.00630718777761594,0.00841081725745187
"Seurat","TGFB2",0.0163946155440156,2.83412246176622e-10
"Seurat","THBS1",0.0105900118176831,3.03087402858563e-05
"Seurat","THEMIS",0.009078779257285,0.000293143724262677
"Seurat","THSD4",0.0108550743908109,1.99126489464422e-05
"Seurat","THSD7B",-0.00021669213749731,0.530589532100759
"Seurat","TMEM119",0.0131115014753551,3.45818407985154e-07
"Seurat","TMEM132C",0.00410657182140469,0.0594392868238084
"Seurat","TMIGD3",0.00993494016031744,8.41352047324593e-05
"Seurat","TP53",0.0037495195400853,0.0771800664198075
"Seurat","TRAC",-0.00033458040575499,0.548366143849858
"Seurat","TREM2",0.0105370229045432,3.2944025461281e-05
"Seurat","TRHDE",0.0243323731022201,1.86898429709002e-20
"Seurat","TRIL",0.0162546283333355,3.97755591614241e-10
"Seurat","TRPC5",0.00250920364359861,0.169440675664164
"Seurat","TRPC6",0.0104606911693096,3.76899690834475e-05
"Seurat","TSHZ2",0.0391183792174096,9.96111868931143e-50
"Seurat","TTYH1",0.0128722720672989,5.62069062352191e-07
"Seurat","TYROBP",-0.000288936031083678,0.541633162525808
"Seurat","UGT8",0.0998391637846148,3.04975246943263e-311
"Seurat","VCAN",0.0222940871423832,1.76093220752096e-17
"Seurat","VIM",0.0985833088029982,1.50872713398409e-303
"Seurat","VIP",0.021428853774895,2.63495542132385e-16
"Seurat","VWC2L",0.00814308382362014,0.00102140915557759
"Seurat","WIF1",0.0276066750434097,8.28393317131178e-26
"Seurat","ZBBX",0.00451872268346085,0.0431300624824755
"Seurat","ZDHHC23",0.0114360582286161,7.54337131625825e-06
"Baysor","ABCC9",0.00355198303642374,0.0607346650426384
"Baysor","ACOT1",0.00702100919183713,0.00112978837925702
"Baysor","ADAMTS12",0.00194943599840971,0.196649536983453
"Baysor","ADAMTS13",0.0101071022386971,5.57238987268252e-06
"Baysor","ADAMTS16",-0.000372006608258385,0.561317576253911
"Baysor","ADAMTS3",0.00220328302344859,0.167492499160607
"Baysor","ADRA1A",0.00650915129961857,0.00231528290140819
"Baysor","ADRA1B",0.00905401436276118,4.13416206548439e-05
"Baysor","AIF1",0.00828522399874073,0.000157088814818643
"Baysor","AKAP12",0.0588203239997853,5.28586395644207e-144
"Baysor","ALDH1L1",0.0137736981815134,1.09155685186245e-09
"Baysor","ALDH5A1",0.017178897348769,4.30701147598812e-14
"Baysor","ALDOC",0.0970373605223964,0
"Baysor","ALK",-0.00100436279223006,0.665959108139373
"Baysor","ANGPT1",0.00310041030238163,0.0879331183891379
"Baysor","ANK1",0.0106566875861306,1.80683704720088e-06
"Baysor","ANKRD18A",0.00434036775039234,0.0293376444306949
"Baysor","ANLN",0.097802377376696,0
"Baysor","ANO3",0.00303404765627639,0.0927192762972344
"Baysor","ANXA1",0.0211219943174593,2.32508080694839e-20
"Baysor","APOC1",0.0125131700498509,2.58710480944323e-08
"Baysor","APOE",0.0406997677632444,3.96827736148292e-70
"Baysor","APP",0.00354527517361724,0.0608687889160652
"Baysor","AQP4",0.0779360298216,5.55398120571508e-251
"Baysor","ARG1",0.00251437822700056,0.135912799276512
"Baysor","ARHGAP24",-0.00131519744064966,0.713603911532897
"Baysor","ATP2C2",0.00236564855776723,0.150482045303119
"Baysor","AXL",0.0105154743902587,2.43457432498967e-06
"Baysor","B4GALNT1",0.0159738541171633,1.98646409474065e-12
"Baysor","BCAN",0.0251443642908676,4.82489875907495e-28
"Baysor","BEX1",0.107760402561855,0
"Baysor","BIN1",0.0245232762326067,9.126568939031e-27
"Baysor","BRINP3",0.016000497598873,1.82812280436451e-12
"Baysor","BTBD11",0.010704491519598,1.60585468160324e-06
"Baysor","C1QB",0.0091770012760092,3.23389963858706e-05
"Baysor","C1QC",0.00963854934434161,1.35587142608191e-05
"Baysor","C1orf162",0.00496977201003587,0.0152359855048106
"Baysor","C3",0.029006084290857,1.15296940466117e-36
"Baysor","CA2",0.0901035863359591,0
"Baysor","CADM2",0.0472586847368348,8.85931588403821e-94
"Baysor","CALCRL",0.00561722280899672,0.00724782516044277
"Baysor","CAPG",-0.000490193438051515,0.581419398315579
"Baysor","CAPN3",0.0456922056590697,8.26638111366344e-88
"Baysor","CAV1",0.0187616836213064,1.84008341640802e-16
"Baysor","CCL4",0.00612614202428538,0.00381850169189904
"Baysor","CCL5",-0.00280496231324153,0.887274053257938
"Baysor","CCNA1",0.0121123248949784,7.08458246915908e-08
"Baysor","CCNB2",0.00542725693343011,0.00904051691005588
"Baysor","CD14",0.00325846508828718,0.0774583499463497
"Baysor","CD163",0.00486104068850568,0.0170524609293328
"Baysor","CD2",0.00416827515394705,0.0346588393893192
"Baysor","CD36",0.00676087810776744,0.00163061552461865
"Baysor","CD3G",0.00260062831642369,0.127866322985375
"Baysor","CD4",0.0063770527821131,0.0027598065784154
"Baysor","CD44",0.0227154073505225,3.03114177380091e-23
"Baysor","CD48",0.00357609740472068,0.0593971668590607
"Baysor","CD52",0.00536997889574294,0.00965340731747268
"Baysor","CD63",0.0257640354636717,2.44269625256463e-29
"Baysor","CD68",0.0100191758136305,6.59980302902792e-06
"Baysor","CD74",0.0600696135124005,4.28419567644786e-150
"Baysor","CD81",0.00545324781478315,0.00881617161647378
"Baysor","CD83",0.0159960129312781,1.84270242954089e-12
"Baysor","CD86",0.00343534147473241,0.0670131215474767
"Baysor","CD9",0.022501064413086,7.61965251872253e-23
"Baysor","CDH1",0.00289437659024504,0.103113505595314
"Baysor","CDH12",0.0132467566740655,4.30534451407684e-09
"Baysor","CDH4",0.00503698753582921,0.0141361317081782
"Baysor","CDH6",0.0593471985215649,1.42623729411886e-146
"Baysor","CDK1",0.0100803834947832,5.84297910555656e-06
"Baysor","CELF1",0.021993138793804,6.57671515945775e-22
"Baysor","CEMIP",0.0172530228870022,3.28722979072953e-14
"Baysor","CEMIP2",0.0141788272083155,3.66187610986093e-10
"Baysor","CENPF",0.0126069671875215,2.11931337781982e-08
"Baysor","CH25H",0.00534452663254741,0.00994240999660543
"Baysor","CHI3L1",0.0157605214536674,3.75011845006089e-12
"Baysor","CHODL",0.00497167189330547,0.0151970000111183
"Baysor","CLDN11",0.0329064255698113,1.38801904413142e-46
"Baysor","CLDND1",0.118503018718167,0
"Baysor","CLU",0.186838528103259,0
"Baysor","CNDP1",0.0497169349167438,1.52370370926351e-103
"Baysor","CNTN2",0.0624466580646605,5.22755808133447e-162
"Baysor","CNTNAP2",0.0341048943892197,6.93651281628751e-50
"Baysor","CNTNAP3B",0.00466543776010266,0.0210953102795443
"Baysor","COL12A1",0.00313181046252609,0.0858904860721756
"Baysor","COL25A1",0.0181584706507964,1.56436139032573e-15
"Baysor","COL5A3",0.0191766126569598,4.14001417913394e-17
"Baysor","CORO1A",0.00761993994371105,0.000459605879784997
"Baysor","CRHBP",0.00784675014858446,0.000321584192902483
"Baysor","CRYAB",0.173555874738257,0
"Baysor","CRYM",0.0183482787680664,8.05419930660525e-16
"Baysor","CSF1",0.00189119692904881,0.203880591597408
"Baysor","CSF1R",0.0153527508027734,1.26953416030624e-11
"Baysor","CSPG4",0.00876891494110334,6.87395908131732e-05
"Baysor","CST7",0.00671921603595536,0.00171541132669133
"Baysor","CTNNA3",0.0157000323462117,4.50165777589974e-12
"Baysor","CTSB",0.0537095558669472,1.8725932478875e-120
"Baysor","CTSH",0.0123611975156928,3.90078980116107e-08
"Baysor","CTSS",0.0131269721117871,5.82149242781771e-09
"Baysor","CUX2",0.0657910934829558,1.17418027901652e-179
"Baysor","CX3CR1",0.0200054533076417,1.84727017525378e-18
"Baysor","CXCL10",0.00723182953286363,0.000825976432465264
"Baysor","CXCR4",0.00536764074346393,0.00972020920302795
"Baysor","CYTIP",0.00513265471281634,0.0126865676506543
"Baysor","DCN",0.0345366415340472,4.04751607313024e-51
"Baysor","DDR2",0.00790110125975268,0.000294945298503091
"Baysor","DHFR",0.00243183893080563,0.144052195704388
"Baysor","DLC1",0.0141880373562954,3.57951545587269e-10
"Baysor","DNER",0.0166605235489203,2.32781821378897e-13
"Baysor","EDIL3",0.0662166777272374,7.44925301907291e-182
"Baysor","EEF1A1",0.0185519926888322,3.95587071349749e-16
"Baysor","EFHD1",0.048338465747637,5.30938662585874e-98
"Baysor","EGFR",0.0199722073640197,2.11179964103938e-18
"Baysor","EGR3",0.0235423778713323,7.83976777336464e-25
"Baysor","ELOVL2",0.00352828876868335,0.0618673743789124
"Baysor","ERBB3",0.0164788203484628,4.11600469572815e-13
"Baysor","ERBIN",0.0280169479753626,2.49834705712701e-34
"Baysor","ERMN",0.0877849355957454,9.63192340077364e-318
"Baysor","EYA4",0.000745425702479486,0.370400190916946
"Baysor","FABP7",0.0328529377092014,1.93969495390875e-46
"Baysor","FASLG",-0.000953643403561174,0.658088784593416
"Baysor","FBLN1",0.0309513010899369,1.77856508112588e-41
"Baysor","FCER1G",0.00441894436817633,0.0270402415503182
"Baysor","FCGR1A",0.00294316872380934,0.0990957250088638
"Baysor","FCGR3A",0.0163551379105111,6.04764301212653e-13
"Baysor","FGFR2",0.013020523184262,7.75117081217111e-09
"Baysor","FGFR3",0.0132215964883605,4.57553499207125e-09
"Baysor","FILIP1",0.0123984612014997,3.55653208012821e-08
"Baysor","FLT1",0.0417529456762318,1.0777566259073e-73
"Baysor","FSTL4",0.00856451997416391,9.77844089919726e-05
"Baysor","FTH1",0.0702708120617457,1.66514951690315e-204
"Baysor","FTL",0.0257441276059021,2.69400732952432e-29
"Baysor","GAD1",0.012412677610763,3.41418572460708e-08
"Baysor","GAD2",0.0266428150361324,2.9394652852021e-31
"Baysor","GAS2L3",-0.00193760281652701,0.798149766862664
"Baysor","GFAP",0.0925224025953447,0
"Baysor","GJA1",0.0972638224520668,0
"Baysor","GLUL",0.128739217442784,0
"Baysor","GNLY",-0.000376990431284864,0.562270313397455
"Baysor","GPNMB",0.054989642501845,3.00696761780592e-126
"Baysor","GPR183",0.0061209827831149,0.00384854617467275
"Baysor","GPR34",0.0106404805152837,1.86728664136241e-06
"Baysor","GPS2",0.00118597939923672,0.300868478882784
"Baysor","GZMA",0.0149011021751518,4.30273117103388e-11
"Baysor","HECW1",0.0334359056737924,5.02638701393995e-48
"Baysor","HES1",0.00929635686534934,2.6492416525805e-05
"Baysor","HHATL",0.0300106152995958,4.28782517413464e-39
"Baysor","HIF1A",0.0169090986568949,1.04547042922997e-13
"Baysor","HILPDA",0.0101080283143952,5.57494833483306e-06
"Baysor","HLA-DMB",0.0137118585696803,1.27076497082002e-09
"Baysor","HLA-DQA1",0.0089808443563369,4.62620947334574e-05
"Baysor","HLA-DRB1",0.00565708230541427,0.00690367704964125
"Baysor","HLA-DRB5",0.00973963195187785,1.14313527471815e-05
"Baysor","HS3ST2",0.025191405474333,3.79385674106687e-28
