"method","gene","moran","pval"
"Seurat","NXPH2",0.034247969492173,7.35248673118341e-36
"Seurat","OLIG1",0.0287617668448895,7.75487306511125e-26
"Seurat","OLIG2",0.107155995882634,0
"Seurat","OPALIN",0.318408860742653,0
"Seurat","OTOGL",0.0117558975539609,9.48709288081662e-06
"Seurat","P2RY12",0.0610069344046036,6.09599044999634e-109
"Seurat","P2RY13",0.0345939980347777,1.72875484975521e-36
"Seurat","PARK7",0.252049068610419,0
"Seurat","PAX6",0.0744610080959783,3.80038971434072e-161
"Seurat","PCNA",0.0317501807905,4.77382202480108e-31
"Seurat","PCSK1",0.145405014947691,0
"Seurat","PCSK6",0.224814895302123,0
"Seurat","PDGFD",0.0255338301368848,8.51430037200149e-21
"Seurat","PDGFRA",0.0949428032197992,1.66299942959171e-260
"Seurat","PECAM1",0.168483435528883,0
"Seurat","PHLDB2",0.0991671573702021,5.03106132937048e-284
"Seurat","PLCE1",0.041282585403704,4.38373534447107e-51
"Seurat","PLCH1",0.134286590559442,0
"Seurat","PLCXD3",0.182523504561564,0
"Seurat","PLD5",0.0123308285880425,3.67278328851012e-06
"Seurat","POSTN",0.0292280112770439,1.09596681088031e-26
"Seurat","POU6F2",0.0170336039059967,2.98021957289887e-10
"Seurat","PRNP",0.30079912359285,0
"Seurat","PROX1",0.119308405969456,0
"Seurat","PSEN1",0.136998754734755,0
"Seurat","PSEN2",0.0272606484916342,2.0758697855669e-23
"Seurat","PSENEN",0.0226069201314899,1.09438293716494e-16
"Seurat","PTCHD4",0.0636089689365737,2.87639500896338e-118
"Seurat","PTEN",0.254289105898347,0
"Seurat","PTPRC",0.0924464810933997,4.56405113525313e-247
"Seurat","PTPRZ1",0.254832944265241,0
"Seurat","PVALB",0.0954673962857392,9.24779133185471e-264
"Seurat","RAPGEF5",0.183139707848218,0
"Seurat","RASGRP1",0.25701717840173,0
"Seurat","RELN",0.120953303383795,0
"Seurat","RFTN1",0.0637146338162723,1.23181888067253e-118
"Seurat","RGS10",0.0720472031870035,5.16808624976178e-151
"Seurat","RGS16",0.0448770659245178,5.10712874157379e-60
"Seurat","RGS4",0.581300432513588,0
"Seurat","RGS6",0.170951970211293,0
"Seurat","RIT2",0.0733011521056083,2.7266767376887e-156
"Seurat","RNASET2",0.109577709137164,0
"Seurat","RNF144B",0.11873239571074,0
"Seurat","RORB",0.353076225977748,0
"Seurat","ROS1",0.0554046849343073,2.23055397726422e-90
"Seurat","RSPO2",0.200447356082611,0
"Seurat","RXFP1",0.160914204801176,0
"Seurat","RYR3",0.0718236335847861,4.1603075093811e-150
"Seurat","S100A4",0.0974976996224635,1.18661345487827e-274
"Seurat","SAMD5",0.0386424834041868,5.00615599396957e-45
"Seurat","SDK1",0.0201297335655402,1.30849694366995e-13
"Seurat","SEMA5A",0.106773961898185,0
"Seurat","SERPINA3",0.243876071183646,0
"Seurat","SFRP2",0.138055080205993,0
"Seurat","SLC11A1",0.0689053116864622,2.38783335382729e-138
"Seurat","SLC17A6",0.159363915813893,0
"Seurat","SLC17A7",0.703519961349288,0
"Seurat","SLC24A3",0.0384000980742669,1.68585099696009e-44
"Seurat","SLC26A4",-0.000511393890782262,0.571917929156766
"Seurat","SLC6A1",0.0871526580694592,7.71839115261206e-220
"Seurat","SLIT3",0.213977125114146,0
"Seurat","SMYD2",0.375589532128593,0
"Seurat","SNCA",0.429322526701195,0
"Seurat","SNTB2",0.0701532867862322,2.6962549819582e-143
"Seurat","SORCS1",0.17058038478238,0
"Seurat","SOX10",0.131387118497957,0
"Seurat","SOX11",0.0549400022951924,8.41347100861574e-89
"Seurat","SOX2",0.116468140964582,0
"Seurat","SOX4",0.0835730733462735,2.19397085181669e-202
"Seurat","SOX9",0.170433992775494,0
"Seurat","SPHKAP",0.086535938147029,6.28448505293686e-217
"Seurat","SPI1",0.087081477417386,1.68849096148453e-219
"Seurat","SPOCK3",0.229649292730975,0
"Seurat","SPON1",0.143799557721147,0
"Seurat","SST",0.205309099802864,0
"Seurat","ST18",0.272680274333042,0
"Seurat","STAT3",0.0413057105251882,3.99164419133545e-51
"Seurat","STK32B",0.0123397545038124,3.60434503277071e-06
"Seurat","STXBP2",0.033672219423046,1.11310104450725e-34
"Seurat","SULF1",0.0584270601498043,3.4139932192193e-100
"Seurat","SV2B",0.513534503970101,0
"Seurat","SYNPR",0.389633572124635,0
"Seurat","SYTL5",0.061266580321958,6.35981037443125e-110
"Seurat","TAC1",0.263490200702318,0
"Seurat","TACR1",0.0692565390840624,3.97652814768973e-140
"Seurat","TENM1",0.0664198160633046,9.87045156808817e-129
"Seurat","TESPA1",0.234755854629379,0
"Seurat","TGFB1",0.027496140306455,8.80741290544958e-24
"Seurat","TGFB2",0.115059803743735,0
"Seurat","TGFBI",0.061738968729262,1.42580909316173e-111
"Seurat","THBS1",0.16034856265156,0
"Seurat","THEMIS",0.0464928860841846,3.03891437991952e-64
"Seurat","THSD4",0.137399534100436,0
"Seurat","THSD7B",0.0171548233713461,2.22150731271555e-10
"Seurat","TMEM132C",0.0657732291271535,2.89038084683643e-126
"Seurat","TMIGD3",0.137074981342018,0
"Seurat","TOP2A",0.0884864287768391,4.33289982783551e-234
"Seurat","TP53",0.0323019674507622,4.55958587476705e-32
"Seurat","TPH2",0.0412120047019493,5.90491666663837e-51
"Seurat","TRAC",0.146909541949845,0
"Seurat","TREM2",0.0961823557691111,3.14565549257208e-267
"Seurat","TRHDE",0.227595374262451,0
"Seurat","TRIL",0.157040125172936,0
"Seurat","TRPC5",0.0420213656439095,6.92505991744693e-53
"Seurat","TRPC6",0.0284949999010377,2.09012429212548e-25
"Seurat","TSHZ2",0.330753603622719,0
"Seurat","TTYH1",0.105162060560443,6.12755035941689e-319
"Seurat","UGT8",0.336439260774506,0
"Seurat","UNC5B",0.0530376166830054,6.87108815619869e-83
"Seurat","VCAN",0.0766806642333224,8.79445217636222e-171
"Seurat","VIP",0.105809733258187,1.48219693752374e-323
"Seurat","VSIG4",0.180404134713631,0
"Seurat","VWC2",0.109552905995978,0
"Seurat","VWC2L",0.159807358959209,0
"Seurat","WIF1",0.299983128732507,0
"Seurat","WIPF3",0.139517170710625,0
"Seurat","ZBBX",0.0048205564189467,0.0393191981962599
"Seurat","ZDHHC23",0.0868653096082515,1.81352194258704e-218
"Baysor","ABCC9",0.0479293339612114,7.35804147612489e-154
"Baysor","ADAM17",0.0262922623924406,7.77590486089494e-48
"Baysor","ADAMTS12",0.00209350704236431,0.123090237708422
"Baysor","ADAMTS16",0.0148902199662409,1.13199979801496e-16
"Baysor","ADAMTS3",0.00809149719902149,4.01688645758608e-06
"Baysor","ADRA1A",0.0232368295693861,8.0877628152308e-38
"Baysor","ADRA1B",0.0760249663768526,0
"Baysor","AIF1",0.0896403891638485,0
"Baysor","ALK",0.0218268942788148,1.29482217123862e-33
"Baysor","ALOX5AP",0.0741790095739053,0
"Baysor","ANGPT1",0.0268003955484227,1.23232364363723e-49
"Baysor","ANK1",0.0236327046244968,4.69131763076498e-39
"Baysor","ANKRD18A",0.0240177727856489,2.88272177095301e-40
"Baysor","ANO3",0.0521154861288118,1.73369566032044e-181
"Baysor","ANXA1",0.133683656755696,0
"Baysor","APH1A",0.0385551176546942,2.27525671685465e-100
"Baysor","APOD",0.123355616391994,0
"Baysor","APOE",0.0685355692558787,5.00489784149755e-312
"Baysor","APP",0.0106971815713752,1.85285976124011e-09
"Baysor","AQP4",0.153706523933939,0
"Baysor","ARHGAP24",0.0104743023546802,3.87734854717757e-09
"Baysor","ATP10A",0.114822146258751,0
"Baysor","ATP2C2",0.0283199897848915,3.51994769475336e-55
"Baysor","B4GALNT1",0.0741076964129374,0
"Baysor","BACE1",0.0602086916482133,2.20174086948927e-241
"Baysor","BCAN",0.0758563466999204,0
"Baysor","BEX1",0.190970235363809,0
"Baysor","BRINP3",0.0556973660964501,6.24723759569588e-207
"Baysor","BTBD11",0.0232838442083391,5.5708231107973e-38
"Baysor","C1QL3",0.175514458152209,0
"Baysor","C1orf162",0.0670288318729927,1.36734791721589e-298
"Baysor","C3",0.108337878799843,0
"Baysor","CABP1",0.157397615765613,0
"Baysor","CALCRL",0.059347248092062,1.28527676194798e-234
"Baysor","CAPG",0.0308972126413462,2.98160376326364e-65
"Baysor","CAPN3",0.187240590664508,0
"Baysor","CAV1",0.107150254648423,0
"Baysor","CCK",0.2016062415102,0
"Baysor","CCL4",0.211107628548037,0
"Baysor","CCL5",0.143016352026331,0
"Baysor","CCN2",0.196594798540606,0
"Baysor","CCNA1",0.0403655195319399,8.12902835981967e-110
"Baysor","CCNB2",0.0161092267783993,3.2175237900181e-19
"Baysor","CD14",0.0597005960762102,2.12238073371692e-237
"Baysor","CD163",0.132882604731895,0
"Baysor","CD2",0.0926255557762723,0
"Baysor","CD36",0.0365480983712514,1.63824905440265e-90
"Baysor","CD3G",0.0565299111669537,1.60641416850815e-213
"Baysor","CD4",0.0835412267127108,0
"Baysor","CD48",0.0646036492077806,6.59424273618537e-278
"Baysor","CD52",0.070086709332476,0
"Baysor","CD68",0.104321205689393,0
"Baysor","CD74",0.0998973551318648,0
"Baysor","CD83",0.02998185728231,1.43224587826996e-61
"Baysor","CD86",0.0543994236620764,1.61461102804255e-197
"Baysor","CD8A",0.0392147736143907,8.69353127941276e-104
"Baysor","CDH1",0.0191617941741042,2.32270874822254e-26
"Baysor","CDH12",0.0506494328841874,1.47597299531431e-171
"Baysor","CDH4",0.0145189014748972,6.1853244384835e-16
"Baysor","CDH6",0.0649162765547001,3.13134228472362e-280
"Baysor","CDK1",0.0109312828847111,8.36094096846249e-10
"Baysor","CEMIP",0.103179672335537,0
"Baysor","CEMIP2",0.066081031026719,2.81426912823615e-290
"Baysor","CENPF",0.0616810880253348,2.770252901224e-253
"Baysor","CH25H",0.0450149307660796,4.70748795467131e-136
"Baysor","CHI3L1",0.108094173363946,0
"Baysor","CHODL",0.027517207628273,3.15630384577364e-52
"Baysor","CLDN11",0.243452713411823,0
"Baysor","CNDP1",0.169744721651923,0
"Baysor","CNTN2",0.170326667197622,0
"Baysor","CNTNAP3",0.0237740687625073,1.71928454713537e-39
"Baysor","CNTNAP3B",0.0336322501847289,6.52592436792079e-77
"Baysor","COL12A1",0.0338683452513838,5.55861458584541e-78
"Baysor","COL1A2",0.124559373357185,0
"Baysor","COL25A1",0.0105193164702002,3.34786260363663e-09
"Baysor","CORO1A",0.0220721245620682,2.55659202612027e-34
"Baysor","CRHBP",0.0374949765450144,4.59151218687515e-95
"Baysor","CRYM",0.107790041402039,0
"Baysor","CSPG4",0.054392996088162,1.68446548501033e-197
"Baysor","CTNNA3",0.120784875002953,0
"Baysor","CTSH",0.0471574958013822,5.1077998969732e-149
"Baysor","CTSS",0.0678223393465147,1.22745755379397e-305
"Baysor","CUX2",0.186643639827972,0
"Baysor","CX3CR1",0.0848601561922642,0
"Baysor","CXCL14",0.168796541652087,0
"Baysor","CXCR4",0.132512234712116,0
"Baysor","CYTIP",0.0470812735433422,1.38085345202095e-148
"Baysor","DCN",0.189423351381473,0
"Baysor","DDR2",0.03021497822763,1.68588595292427e-62
"Baysor","DNER",0.0491154210471391,1.9378871539827e-161
"Baysor","DUSP1",0.18579038376818,0
"Baysor","EFHD1",0.0561614301161417,2.4295231117079e-210
"Baysor","EGFR",0.0599739552556349,1.55289682974866e-239
"Baysor","ELOVL2",0.0219078916001914,7.61317766880977e-34
"Baysor","ENC1",0.432375164032996,0
"Baysor","EPHA4",0.123441517530528,0
"Baysor","ERBB3",0.147926449640428,0
"Baysor","ERMN",0.265042956277513,0
"Baysor","EYA4",0.0193238646596102,8.90637641611014e-27
"Baysor","FASLG",0.001794311587464,0.159841763858739
"Baysor","FBLN1",0.126100486731094,0
"Baysor","FCER1G",0.0725133941917594,0
"Baysor","FCGBP",0.11075743832064,0
"Baysor","FCGR1A",0.0170499524150308,2.85787031360759e-21
"Baysor","FCGR3A",0.0856796343989772,0
"Baysor","FGFR2",0.099972496637795,0
"Baysor","FGFR3",0.0692010495368504,4.33086581634582e-318
"Baysor","FILIP1",0.0311946518718496,1.70086358914979e-66
"Baysor","FLT1",0.167501290703426,0
"Baysor","FSTL4",0.0962172609629907,0
"Baysor","GAD1",0.0741507987271536,0
"Baysor","GAD2",0.129596697417808,0
"Baysor","GAS2L3",0.000885395718300232,0.310467044566408
"Baysor","GJA1",0.108935596233503,0
"Baysor","GNLY",0.012141521250811,1.05685248198482e-11
"Baysor","GPNMB",0.148433337666015,0
"Baysor","GPR183",0.0735808516699696,0
"Baysor","GPR34",0.0998214940681826,0
"Baysor","GULP1",0.0417662085839981,2.13262014114564e-117
"Baysor","GZMA",0.0866295041809027,0
"Baysor","HES1",0.050565934769387,5.57987781785338e-171
"Baysor","HHATL",0.109499655036401,0
"Baysor","HILPDA",0.025908409525825,1.63525434022595e-46
"Baysor","HLA-DMB",0.0854165844080375,0
"Baysor","HLA-DQA1",0.0682146931227349,3.6900419614414e-309
"Baysor","HMOX1",0.0130909841542846,2.65335740809467e-13
"Baysor","HPCA",0.2865726700546,0
"Baysor","HS3ST2",0.230746684410981,0
"Baysor","HS3ST4",0.060583326340806,2.24692547680889e-244
"Baysor","HTR2A",0.139638919105786,0
"Baysor","HTR2C",0.0799419828161335,0
"Baysor","IDH1",0.029381807293561,3.27237978444417e-59
"Baysor","IDH2",0.0428361363123315,2.32927068181394e-123
"Baysor","IDO1",0.00874578824584544,6.83187639468988e-07
"Baysor","IFITM3",0.0752775736779863,0
"Baysor","IGFBP3",0.0847650041523186,0
"Baysor","IGFBP4",0.14238024979534,0
"Baysor","IGFBP5",0.211536525988985,0
"Baysor","IGFBP7",0.123077706315811,0
"Baysor","IL7R",0.134848768560075,0
"Baysor","IPCEF1",0.0857025987157137,0
"Baysor","ITGA8",0.0543018549132201,7.0070121249227e-197
"Baysor","ITGAM",0.0389813862027325,1.44755006596459e-102
"Baysor","ITGAX",0.0513677198900093,2.21026543162857e-176
"Baysor","ITGB2",0.077711831088947,0
"Baysor","KCNAB1",0.110424118347257,0
"Baysor","KCNH5",0.0485139135420887,1.36603685859542e-157
"Baysor","KIT",0.0673847466925958,8.67128258910868e-302
"Baysor","KLF2",0.135511785320137,0
"Baysor","KLF4",0.113195455225442,0
"Baysor","KLK6",0.0985861149221088,0
"Baysor","KLRB1",0.0751371094380371,0
"Baysor","LAMA2",0.0827381458810918,0
"Baysor","LAMP5",0.133748837975155,0
"Baysor","LHX6",0.0676224335319413,7.17066710364077e-304
"Baysor","LINGO1",0.112785014059292,0
"Baysor","LMO4",0.113521546378526,0
"Baysor","LOX",0.0255295850662135,2.97650509925462e-45
"Baysor","LRRK1",0.012691727490369,1.33015949872902e-12
"Baysor","LRRK2",0.0185224069251976,9.4280867637074e-25
"Baysor","LY86",0.0288598155653277,3.2957344954413e-57
"Baysor","LYPD6",0.0589729582729633,1.07164716216453e-231
"Baysor","LYPD6B",0.024687103678318,1.90862750387719e-42
"Baysor","LYVE1",0.094182258793647,0
"Baysor","MAF",0.0656265945769183,2.58796787946313e-286
"Baysor","MAG",0.204539084448076,0
"Baysor","MAL",0.104127760318292,0
"Baysor","MCTP2",0.0385363475658963,2.49223327574468e-100
"Baysor","MEIS2",0.0252495852727814,2.78932658664893e-44
"Baysor","MEPE",0.122946996032027,0
"Baysor","MEST",0.166149158761622,0
"Baysor","MGST1",0.0675230992511637,5.91924912893463e-303
"Baysor","MKI67",0.0545159443514793,3.82408872671246e-199
"Baysor","MMD",0.0926685084286858,0
"Baysor","MOBP",0.322750128342508,0
"Baysor","MOG",0.270538458370301,0
"Baysor","MS4A6A",0.0984950674515532,0
"Baysor","MYO16",0.0278015600009077,3.03214365361093e-53
"Baysor","MYO5B",0.020296491540428,2.35204116800895e-29
"Baysor","MYRF",0.126141942850273,0
"Baysor","NCSTN",0.0246934790556701,1.93047122214566e-42
"Baysor","NDST4",0.00903254975924379,3.13217080794123e-07
"Baysor","NES",0.06697049725709,4.6267592205692e-298
"Baysor","NGEF",0.173487784221558,0
"Baysor","NKG7",0.0257568383710727,4.77978085293502e-46
"Baysor","NNAT",0.10725775202927,0
"Baysor","NOTCH1",0.0793698866137278,0
"Baysor","NPFFR2",0.0542618555445478,1.17017018622725e-196
"Baysor","NPNT",0.0655248370345314,1.71113620222476e-285
"Baysor","NPTX1",0.302225079787986,0
"Baysor","NPTXR",0.285990625677118,0
"Baysor","NPY1R",0.0677555712562262,4.80593230095875e-305
"Baysor","NR2F2",0.0582277191178764,6.09807820347462e-226
"Baysor","NR4A2",0.071307477040078,0
"Baysor","NRGN",0.3479918465357,0
"Baysor","NRN1",0.261278170711323,0
"Baysor","NRP1",0.0542377347336234,2.36763928705344e-196
"Baysor","NTNG1",0.0446367818520941,9.15379246760883e-134
"Baysor","NTNG2",0.0715086148221525,0
"Baysor","NWD2",0.0469859345954776,5.65530053975127e-148
"Baysor","NXPH2",0.0253793572580201,9.38665178759914e-45
"Baysor","OLIG1",0.024301606309403,3.58021442472344e-41
"Baysor","OLIG2",0.0998599756466316,0
"Baysor","OPALIN",0.180754212715912,0
"Baysor","OTOGL",0.0131462445151454,2.13297783020385e-13
"Baysor","P2RY12",0.0564166568960549,3.02120702042399e-212
"Baysor","P2RY13",0.0425202472366814,1.34253481710805e-121
"Baysor","PARK7",0.0461347127539938,1.02182787009026e-142
"Baysor","PAX6",0.0424351447156735,4.13402600045758e-121
"Baysor","PCNA",0.0333626776402331,1.02425976176775e-75
"Baysor","PCSK1",0.0628542341652911,7.13176574322097e-263
