"method","gene","moran","pval"
"Baysor","NCEH1",0.109316800926134,0
"Baysor","NFKB1",0.0261624877777091,1.0784959170364e-151
"Baysor","NID1",0.06351583831854,0
"Baysor","NKG7",0.00850046777810439,7.9873523579773e-18
"Baysor","NTN4",0.110466974980518,0
"Baysor","NTRK2",0.111286912275266,0
"Baysor","OTUD7B",0.0983693675773705,0
"Baysor","P2RX1",0.0337250288920568,1.68817938329399e-250
"Baysor","PAMR1",0.062632113781625,0
"Baysor","PCNA",0.0999668762533912,0
"Baysor","PCOLCE2",0.121357138766052,0
"Baysor","PDCD1",0.00520314554856968,9.11108099012275e-08
"Baysor","PDCD1LG2",0.0430115649721233,0
"Baysor","PDGFRA",0.0837939034821693,0
"Baysor","PDGFRB",0.0843345630326724,0
"Baysor","PDPN",0.203336084893666,0
"Baysor","PEBP4",0.155770687919474,0
"Baysor","PI3",0.0649380023956702,0
"Baysor","PIM1",0.0704087873417422,0
"Baysor","PIM2",0.133619135910599,0
"Baysor","PLA2G2A",0.102752795432481,0
"Baysor","PLA2G4F",0.0630350962822651,0
"Baysor","PLA2G7",0.170090669158958,0
"Baysor","PLN",0.438132054691463,0
"Baysor","PLVAP",0.206971933899394,0
"Baysor","POU2AF1",0.199043058850776,0
"Baysor","PROX1",0.203304220189981,0
"Baysor","PTGS1",0.109337406588669,0
"Baysor","RAMP2",0.0847281181667431,0
"Baysor","RARRES1",0.128400055130886,0
"Baysor","RBP4",0.0834619732239521,0
"Baysor","RERGL",0.146080735026514,0
"Baysor","RETN",0.107058526299824,0
"Baysor","RGS5",0.189241846451586,0
"Baysor","RND1",0.111293977889889,0
"Baysor","RUNX3",0.0818083437872959,0
"Baysor","S100A12",0.0566771668695493,0
"Baysor","S100A7",0.00037496505959839,0.352331828207757
"Baysor","S100B",0.15371724208787,0
"Baysor","SAMD3",0.043721830888547,0
"Baysor","SCEL",0.21262088024128,0
"Baysor","SEC11C",0.188004018111761,0
"Baysor","SELE",0.146869664902882,0
"Baysor","SELL",0.214472373748625,0
"Baysor","SELP",0.160677468070021,0
"Baysor","SEMA3B",0.115283716362978,0
"Baysor","SEMA3C",0.172929754351277,0
"Baysor","SERPINA3",0.107059159561066,0
"Baysor","SFRP2",0.203281943726676,0
"Baysor","SFTA2",0.33974590912683,0
"Baysor","SFTPD",0.182798474868278,0
"Baysor","SHANK3",0.146793203818003,0
"Baysor","SLC15A2",0.183344309932076,0
"Baysor","SLC18A2",0.0492506062030228,0
"Baysor","SLC1A3",0.100552937193766,0
"Baysor","SLC2A1",0.0922721772679325,0
"Baysor","SLC7A11",0.0383574832471588,2.47032822920623e-323
"Baysor","SLIT3",0.17536474703416,0
"Baysor","SMIM24",0.00139863428677231,0.080027707653426
"Baysor","SOX2",0.285824396804146,0
"Baysor","SOX9",0.112613402372124,0
"Baysor","SPDEF",0.187320973107612,0
"Baysor","SPIB",0.104705302666079,0
"Baysor","STAT4",0.0792498648158539,0
"Baysor","STC1",0.0670275277204066,0
"Baysor","STEAP4",0.28401911840343,0
"Baysor","SVEP1",0.111553934863251,0
"Baysor","SYK",0.0828757630160583,0
"Baysor","TACSTD2",0.328470142323407,0
"Baysor","TC2N",0.139915696271061,0
"Baysor","TCL1A",0.00191887252508776,0.0266322535000356
"Baysor","THBS2",0.190882794457944,0
"Baysor","THY1",0.172954085871385,0
"Baysor","TM4SF18",0.137055297742161,0
"Baysor","TM4SF4",0.160402110246069,0
"Baysor","TMC5",0.360449315169526,0
"Baysor","TMEM100",0.190600684565244,0
"Baysor","TMPRSS2",0.365956711991667,0
"Baysor","TNFRSF13B",0.121473128723194,0
"Baysor","TNFRSF13C",0.256841789536362,0
"Baysor","TNFRSF17",0.11899131073919,0
"Baysor","TNFRSF18",0.00924841819816439,9.35704889918078e-21
"Baysor","TOP2A",0.19214225891788,0
"Baysor","TP63",0.175630470319785,0
"Baysor","TP73",0.273716809037327,0
"Baysor","TREM2",0.158499678618678,0
"Baysor","TRPC6",0.0643876324075913,0
"Baysor","TSPAN8",0.277878429371728,0
"Baysor","UBE2C",0.108296649746273,0
"Baysor","UPK1B",0.0797223434657207,0
"Baysor","UPK3B",0.0754004957719592,0
"Baysor","VSIG4",0.151282697793653,0
"Baysor","VWF",0.192230920030634,0
"Baysor","WFS1",0.0619017486381447,0
"Baysor","WNT2",0.0572992176362231,0
"Baysor","WT1",0.00557893594395213,1.09981143306879e-08
"Scanpy","ACE",0.155022611053021,0
"Scanpy","ACE2",0.23900063649863,0
"Scanpy","ACKR1",0.294971319276676,0
"Scanpy","ADAM17",0.0832948860260902,0
"Scanpy","ADAM28",0.164029986238092,0
"Scanpy","ADAMTS1",0.272900637420031,0
"Scanpy","ADGRL4",0.10007755009806,0
"Scanpy","AGER",0.417252389587429,0
"Scanpy","AGR3",0.567641779502227,0
"Scanpy","AIF1",0.209513839417864,0
"Scanpy","ANPEP",0.181160425614248,0
"Scanpy","APOD",0.336150795529445,0
"Scanpy","APOLD1",0.132189578010621,0
"Scanpy","AQP9",0.178448585972711,0
"Scanpy","AREG",0.150011165553897,0
"Scanpy","ARL14",0.0338186937485544,1.3699600476548e-229
"Scanpy","ASCL1",0.236869804778946,0
"Scanpy","ASCL2",0.0445879751989056,0
"Scanpy","ASCL3",0.00460892742800777,5.16690125724996e-06
"Scanpy","ATP1B1",0.353883125651726,0
"Scanpy","BAIAP2L1",0.28599277410148,0
"Scanpy","BANK1",0.169493819588456,0
"Scanpy","BCAS1",0.251240558047291,0
"Scanpy","BMX",0.10313648206403,0
"Scanpy","CA4",0.125223141965121,0
"Scanpy","CCDC78",0.53882626853365,0
"Scanpy","CCNA1",0.181343124923493,0
"Scanpy","CCNB2",0.130716160668931,0
"Scanpy","CCR7",0.22376764355345,0
"Scanpy","CD14",0.148836569847064,0
"Scanpy","CD163",0.165174371288183,0
"Scanpy","CD19",0.174517907392183,0
"Scanpy","CD1A",0.0875292412986866,0
"Scanpy","CD1C",0.103236052695846,0
"Scanpy","CD2",0.242806752371437,0
"Scanpy","CD24",0.484966640742084,0
"Scanpy","CD247",0.111521706396351,0
"Scanpy","CD27",0.13392773344037,0
"Scanpy","CD274",0.0899307495168224,0
"Scanpy","CD28",0.167983801361703,0
